,0
2416,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.
2417,"If attacked, it strikes back by spitting balls of fire it forms in its stomach. A TORCHIC dislikes darkness because it can’t see its surroundings."
2418,Inside its body is a place where it keeps a small flame. Hug it! It will be as warm as a hot-water bottle.
2419,"Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black."
2420,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees F."
2421,TORCHIC has a place inside its body where it keeps its flame. Give it a hug - it will be glowing with warmth. This POKéMON is covered all over by a fluffy coat of down.
2422,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees Fahrenheit."
2423,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.
2424,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.
2425,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
2426,"KRABBY live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these POKéMON can be seen squabbling with each other over territory."
2427,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory."
2428,"KRABBY live in holes dug into beaches. On sandy shores with little in the way of food, they can be seen squabbling with each other over territory."
2429,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.
2430,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.
2431,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger."
2432,"If it is unable to find food, it will absorb nutrients by swallowing a mouthful of sand."
2433,"Its pincers are superb weapons. They sometimes break off during battle, but they grow back fast."
2434,"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
2435,"The pincers break off easily. If it loses a pincer, it somehow becomes incapable of walking sideways."
2436,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
2437,MAGCARGO’s shell is actually its skin that hardened as a result of cooling. Its shell is very brittle and fragile - just touching it causes it to crumble apart. This POKéMON returns to its original size by dipping itself in magma.
2438,The shell on its back is made of hardened magma. Tens of thousands of years spent living in volcanic craters have turned MAGCARGO’s bodies into magma.
2439,Magcargo’s shell is actually its skin that hardened as a result of cooling. Its shell is very brittle and fragile—just touching it causes it to crumble apart. This Pokémon returns to its original size by dipping itself in magma.
2440,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog."
2441,"MAGCARGO’s body temperature is approximately 18,000 degrees F. Water is vaporized on contact. If this POKéMON is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog."
2442,Its body is as hot as lava and is always billowing. Flames will occasionally burst from its shell.
2443,Its brittle shell occasionally spouts intense flames that circulate throughout its body.
2444,"Its body temperature is roughly 18,000 degrees F. Flames spout from gaps in its hardened shell."
2445,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people."
2446,Voltorb was first sighted at a company that manufactures Poké Balls. The link between that sighting and the fact that this Pokémon looks very similar to a Poké Ball remains a mystery.
2447,VOLTORB is extremely sensitive - it explodes at the slightest of shocks. It is rumored that it was first created when a POKé BALL was exposed to a powerful pulse of energy.
2448,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on touch.
2449,VOLTORB was first sighted at a company that manufactures POKé BALLS. The link between that sighting and the fact that this POKéMON looks very similar to a POKé BALL remains a mystery.
2450,"Usually found in power plants. Easily mistaken for a POKé BALL, it has zapped many people."
2451,It is said to camouflage itself as a POKé BALL. It will self-destruct with very little stimulus.
2452,"Usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people."
2453,"It bears an uncanny and unexplained resemblance to a POKé BALL. Because it explodes at the slightest shock, even veteran TRAINERS treat it with caution."
2454,"During the study of this POKéMON, it was discovered that its components are not found in nature."
2455,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on contact.
2456,Voltorb is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.
2457,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode."
2458,It was discovered when POKé BALLS were introduced. It is said that there is some connection.
2459,A life-form whose identity is unknown. It is said to SCREECH or suddenly SELFDESTRUCT.
2460,It was discovered when Poké Balls were introduced. It is said that there is some connection.
2461,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."
2462,"Complete restoration is impossible, allowing room for theories that its entire body was once covered in a feather-like coat."
2463,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
2464,"The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws."
2465,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory."
2466,"It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly."
2467,Its iron horns grow longer a little at a time. They are used to determine the AGGRON’s age. The gouges in its armor are worn with pride as mementos from battles.
2468,Aggron claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This Pokémon vigilantly patrols its territory at all times.
2469,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
2470,You can tell its age by the length of its iron horns. It claims an entire mountain as its territory.
2471,"AGGRON is surprisingly protective of its environment. If its mountain is ravaged by a landslide or a fire, this POKéMON will haul topsoil to the area, plant trees, and beautifully restore its own territory."
2472,AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKéMON vigilantly patrols its territory at all times.
2473,It claims a large mountain as its sole territory. It mercilessly thrashes those that violate its space.
2474,"When it starts fighting for territory with Parasect, the entire area gets completely coated in spores!"
2475,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
2476,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy."
2477,"It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality."
2478,A comparison revealed that BIDOOF’s front teeth grow at the same rate as RATTATA’s.
2479,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.
2480,A comparison revealed that Bidoof’s front teeth grow at the same rate as Rattata’s.
2481,It lives in groups by the water. It chews up boulders and trees around its nest with its incisors.
2482,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
2483,"The main body controls three mobile units called Mini-Noses, which it maneuvers to catch prey."
2484,It uses three small units to catch prey and battle enemies. The main body mostly just gives orders.
2485,It freely controls three small units called Mini-Noses using magnetic force.
2486,It exudes strong magnetism from all over. It controls three small units called Mini-Noses.
2487,"Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back."
2488,"It controls three units called Mini-Noses using magnetic force. With them, it can attack the foe from three directions."
2489,It freely controls three units called Mini-Noses using magnetic force.
2490,It radiates such a powerful magnetic field that nearby electrical appliances become unusable.
2491,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.
2492,It does not thrive in dry environments. It keeps itself damp by shooting water stored in its head tuft from its tail.
2493,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
2494,The plants growing on its horns change according to the season. The leaders of the herd possess magnificent horns.
2495,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring."
2496,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
2497,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
2498,"Luring prey with a sweet scent, it uses poison whips on its arms to poison, bind, and finish off the prey."
2499,"Each of its hands contains different toxins, but both hands can jab with near-fatal power."
2500,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns."
2501,"Its sweet aroma attracts prey. Then it spews poison. The more toxic it is, the sweeter its aroma."
2502,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit."
2503,This Pokémon hides in the heart of sandstorms it creates and seldom appears where people can see it.
2504,"Known as “The Desert Spirit,” this Pokémon hides in the sandstorms it causes by beating its wings."
2505,People continue to have their hearts stolen by its enchanting songs and find themselves stranded in the desert.
2506,"FLYGON is nicknamed “the elemental spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying."
2507,"The flapping of its wings sounds like singing. To prevent detection by enemies, it hides itself by flapping up a cloud of desert sand."
2508,It whips up sandstorms with powerful flaps of its wings. It is known as “The Desert Spirit.”
2509,"The flapping of its wings sounds something like singing. Those lured by the sound are enveloped in a sandstorm, becoming Flygon’s prey."
2510,It is nicknamed “The Desert Spirit” because the flapping of its wings sounds like a woman singing.
2511,"Flygon is nicknamed “the elemental spirit of the desert.” Because its flapping wings whip up a cloud of sand, this Pokémon is always enveloped in a sandstorm while flying."
2512,"By flapping their wings, Flygon cause sandstorms that conceal Krookodile. The team then splits the prey they catch."
2513,"FLYGON whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this POKéMON is said to be the desert spirit."
2514,It hides itself by kicking up desert sand with its wings. Red covers shield its eyes from sand.
2515,"It undertakes research every day to solve the mysteries of the world. However, it apparently forgets everything if the SHELLDER on its head comes off."
2516,"Every time it yawns, SHELLDER injects more poison into it. The poison makes it more intelligent."
2517,"When its head was bitten, toxins entered SLOWPOKE’s head and unlocked an extraordinary power."
2518,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected."
2519,"It’s called “the sage of the sea.” It engages in battles of wits with Oranguru, but the result is usually a draw."
2520,"A poisonous bite reacted with its system, blessing it with the enhanced intellect of a genius. It has full control of its psychic powers."
2521,"When its head was bitten, toxins entered SLOWPOKE's head and unlocked an extraordinary power."
2522,Being bitten by SHELLDER gave it intelligence comparable to that of award-winning scientists.
2523,"When its head was bitten, toxins entered Slowpoke’s head and unlocked an extraordinary power."
2524,"This Pokémon is so famed for its intellect that a proverb still persists in some regions: “When in doubt, ask Slowking.”"
2525,"It’s constantly coming up with new ideas that would change the world, but as soon as it hits upon a new idea, it forgets it."
2526,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off."
2527,"SLOWKING undertakes research every day in an effort to solve the mysteries of the world. However, this POKéMON apparently forgets everything it has learned if the SHELLDER on its head comes off."
2528,Being bitten by Shellder gave it intelligence comparable to that of award-winning scientists.
2529,Sludge exposed to X rays from the moon transformed into GRIMER. It loves feeding on filthy things.
2530,"The crystals on Grimer’s body are lumps of toxins. If one falls off, lethal poisons leak out."
2531,"GRIMER’s sludgy and rubbery body can be forced through any opening, however small it may be. This POKéMON enters sewer pipes to drink filthy wastewater."
2532,"As it moves, it loses bits of its body, from which new GRIMER emerge. This worsens the stench around it."
2533,Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.
2534,Its main source of food is the slimy industrial waste of factories. This Pokémon’s numbers have been decreasing in recent years.
2535,"Brought to Alola to solve the garbage problem, Grimer seems to relish any and all kinds of trash."
2536,"When two of these POKéMON's bodies are combined together, new poisons are created."
2537,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.
2538,"It was born from sludge on the ocean floor. In a sterile environment, the germs within its body can’t multiply, and it dies."
2539,GRIMER emerged from the sludge that settled on a polluted seabed. This POKéMON loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.
2540,"Grimer’s sludgy and rubbery body can be forced through any opening, however small it may be. This Pokémon enters sewer pipes to drink filthy wastewater."
2541,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
2542,"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies."
2543,"Born from polluted sludge in the sea, GRIMER’s favorite food is anything filthy. They feed on wastewater pumped out from factories."
2544,There are a hundred or so of them living in Alola’s waste-disposal site. They’re all hard workers who eat a lot of trash.
2545,"A Grimer, which had been brought in to solve a problem with garbage, developed over time into this form."
2546,"Wherever GRIMER has passed, so many germs are left behind that no plants will ever grow again."
2547,"As it moves, it loses bits of its body from which new GRIMER emerge. This worsens the stench around it."
2548,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.
2549,Made of hardened sludge. It smells too putrid to touch. Even weeds won't grow in its path.
2550,"The wastewater coming from factories is clean these days, so Grimer have nothing to eat. They’re said to be on the verge of extinction."
2551,Sludge exposed to X-rays from the moon transformed into Grimer. It loves feeding on filthy things.
2552,"It was born from sludge transformed by exposure to X-rays from the moon. When its internal load of germs decreases, it dies."
2553,"WYNAUT gather on moonlit nights to play by squeezing up against each other. By being squeezed, this POKéMON gains endurance and is trained to dole out powerful counterattacks."
2554,It tends to move in a pack with others. They cluster in a tight group to sleep in a cave.
2555,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks."
2556,"Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail."
2557,"A WYNAUT loves to eat sweet fruits. It cleverly picks fruits using its earlike arms. They gather in fruit gardens, drawn by the fragrance."
2558,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail."
2559,It grows strong by pushing up against others en masse. It loves eating sweet fruit.
2560,It tends to move in a pack. Individuals squash against one another to toughen their spirits.
2561,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.
2562,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
2563,They pretend to be elaborate coffins to teach lessons to grave robbers. Their bodies are covered in pure gold.
2564,"Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves."
2565,"It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many SHROOMISH feasting on composted soil."
2566,It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head.
2567,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves."
2568,"If SHROOMISH senses danger, it shakes its body and scatters spores from the top of its head. This POKéMON’s spores are so toxic, they make trees and weeds wilt."
2569,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt."
2570,"If it senses danger, it scatters spores from the top of its head to protect itself."
2571,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
2572,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
2573,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent."
2574,"Storing energy for evolution, it sits. But, when predators approach, it moves to stab them with poison spikes."
2575,Its large jaw has incredible destructive power. Some theories suggest that its restored form is different from its form of long ago.
2576,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
2577,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
2578,"Tyrunt is spoiled and selfish. It may just be trying to frolic, but sometimes the ones it’s trying to frolic with are gravely injured."
2579,"The favorite of trend-conscious female TRAINERS, they are used in competition for their style and fur."
2580,"DELCATTY sleeps anywhere it wants without keeping a permanent nest. If other POKéMON approach it as it sleeps, this POKéMON will never fight - it will just move away somewhere else."
2581,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else."
2582,"Rather than keeping a permanent lair, it habitually seeks comfortable spots and sleeps there. It is nocturnal and becomes active at dusk."
2583,"The reason it does not have a nest is that it simply searches for a clean, comfortable place then sleeps there."
2584,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
2585,It dislikes dirty places. It often searches for a comfortable place in which to groom itself.
2586,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random."
2587,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random."
2588,There are plenty of them to be found along any road. A scholar with too much free time once counted a hundred of them along a single route.
2589,"The longer a GEODUDE lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this POKéMON’s heart will remain hard, craggy, and rough always."
2590,It uses both hands to climb precipitous cliffs. People who see it in action have been known to take up bouldering.
2591,It is impossible to distinguish from rocks. It slams against others in contests of hardness.
2592,"When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food."
2593,"If you accidentally step on a Geodude sleeping on the ground, you’ll hear a crunching sound and feel a shock ripple through your entire body."
2594,Geodude compete against each other with headbutts. The iron sand on their heads will stick to whichever one has stronger magnetism.
2595,It uses its arms to steadily climb steep mountain paths. It swings its fists around if angered.
2596,"Most people may not notice, but a closer look should reveal that there are many GEODUDE around."
2597,"If you mistake it for a rock and step on it, it will headbutt you in anger. In addition to the pain, it will also zap you with a shock."
2598,"The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon’s heart will remain hard, craggy, and rough always."
2599,Its body is a magnetic stone. Iron sand attaches firmly to the portions of its body that are particularly magnetic.
2600,"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition."
2601,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily."
2602,"When GEODUDE sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this POKéMON rolls downhill in search of food."
2603,"It climbs mountain paths using only the power of its arms. Because they look just like boulders lining paths, hikers may step on them without noticing."
2604,Its round form makes it easy to pick up. Some people have used them to hurl at each other in a snowball fight.
2605,"Its round body makes it easy to pick up, but it is hard and heavy. It’s dangerous to play with them as if they were snowballs."
2606,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them."
2607,"Proud of their sturdy bodies, they bash against each other in a contest to prove whose is harder."
2608,"Commonly found near mountain trails, etc. If you step on one by accident, it gets angry."
2609,Many live on mountain trails and remain half buried while keeping an eye on climbers.
2610,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness."
2611,"It can spontaneously become enraged. Everyone near it clears out as it rampages, and the resulting loneliness makes it angrier still."
2612,"When it starts shaking and its nasal breathing turns rough, it’s a sure sign of anger. However, since this happens instantly, there is no time to flee."
2613,"The smallest of things could cause it to lose its temper. Because it doesn’t hold in its stress, this Pokémon can live a long time."
2614,An agile POKéMON that lives in trees. It angers easily and will not hesitate to attack anything.
2615,It is extremely ill-tempered. Groups of them will attack any handy target for no reason.
2616,"Light and agile on its feet, and ferocious in temperament. When angered, it flies into an uncontrollable frenzy."
2617,"If one gets angry, all the others around it will get angry, so silence is a rare visitor in a troop of Mankey."
2618,"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason."
2619,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.
2620,"When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath."
2621,"When MANKEY starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath."
2622,It’s unsafe to approach if it gets violently enraged for no reason and can’t distinguish friends from foes.
2623,It's unsafe to approach if it gets violently enraged for no reason and can't distinguish friends from foes.
2624,"Its raging tires it out and causes it to fall asleep, but the anger resonating in its dreams causes it to wake up—which infuriates it all over again."
2625,"Extremely quick to anger. It could be docile one moment, then thrashing away the next instant."
2626,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
2627,"When it hears festive music, all the cells in its body become stimulated, and it begins moving in rhythm. It does not quail even when it faces a tough opponent."
2628,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings."
2629,"Upon hearing an upbeat and cheerful rhythm, the cells in LUDICOLO’s body become very energetic and active. Even in battle, this POKéMON will exhibit an amazing amount of power."
2630,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power."
2631,"Ludicolo begins dancing as soon as it hears cheerful, festive music. This Pokémon is said to appear when it hears the singing of children on hiking outings."
2632,"The rhythm of bright, festive music activates Ludicolo’s cells, making it more powerful."
2633,"The rhythm of bright, festive music activates LUDICOLO’s cells, making it more powerful."
2634,"If it hears festive music, it begins moving in rhythm in order to amplify its power."
2635,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
2636,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."
2637,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder."
2638,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
2639,"With strengthened bodies, they skillfully wield steel beams to take down buildings."
2640,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
2641,They strengthen their bodies by carrying steel beams. They show off their big muscles to their friends.
2642,"This POKéMON came from the future by crossing over time. It is thought that so long as CELEBI appears, a bright and shining future awaits us."
2643,"It has the power to travel across time, but it is said to appear only in peaceful times."
2644,This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.
2645,This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared.
2646,"When CELEBI disappears deep in a forest, it is said to leave behind an egg it brought from the future."
2647,"Revered as a guardian of the forest, CELEBI appears wherever beautiful forests exist."
2648,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us."
2649,"It appears in large numbers by seashores. At night, its central core flashes with a red light."
2650,"When the stars twinkle at night, it floats up from the sea floor, and its body's center core flickers."
2651,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact."
2652,"STARYU’s center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these POKéMON look like the stars in the sky."
2653,"STARYU apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this POKéMON simply regenerates the missing pieces and limbs."
2654,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.
2655,"In many places, there are folktales of stardust falling into the ocean and becoming Staryu."
2656,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs."
2657,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight."
2658,"As long as the center section is unharmed, it can grow back fully even if it is chopped to bits."
2659,"At night, the center of its body slowly flickers with the same rhythm as a human heartbeat."
2660,It gathers with others in the night and makes its red core glow on and off with the twinkling stars. It can regenerate limbs if they are severed from its body.
2661,"Staryu’s center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these Pokémon look like the stars in the sky."
2662,"Large numbers of these Pokémon make their home at the seaside. At night, a strange red glow radiates from the center of their bodies."
2663,No number of injuries can bother Staryu. Its amazing regenerative powers return it to its previous state in half a day!
2664,"This Pokémon gets nibbled on by Lumineon and others. Thanks to its red core, it regenerates fast, so it’s unconcerned by their snack attacks."
2665,"At night, the middle of its body slowly flickers with the same rhythm as a human heartbeat."
2666,"As long as its red core remains, it can regenerate its body instantly, even if it’s torn apart."
2667,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
2668,"By vibrating its cheeks, it emits sound waves imperceptible to humans and warns others of danger."
2669,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
2670,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms."
2671,"When its tail has gotten dirty from self-cleaning or from cleaning its nest, Minccino spends a whole day washing its tail in clean spring water."
2672,Minccino greet each other by grooming one another thoroughly with their tails.
2673,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
2674,"A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth."
2675,Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends.
2676,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon."
2677,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
2678,"It skulks in caves, and when prey or an enemy passes by, it leaps out and chomps them. The force of its attack sometimes chips its teeth."
2679,It nests in horizontal holes warmed by geothermal heat. Foes who get too close can expect to be pounced on and bitten.
2680,"It reacts to anything that moves—flies right at it and bites it. Sometimes it injures itself, but it doesn’t care too much."
2681,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
2682,"It attacks using its huge mouth. While its attacks are powerful, it hurts itself out of clumsiness, too."
2683,"It once lived in the tropics. To avoid the cold, it lives in caves warmed by geothermal heat."
2684,"It lives in caves warmed by geothermal heat. Even so, when the weather gets cold, it will huddle close with others of its kind."
2685,"Its original home is an area much hotter than Alola. If you’re planning to live with one, your heating bill will soar."
2686,"Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents."
2687,They make the patterns on their bodies shine in order to threaten predators. Keen eyesight lets them see in the dark.
2688,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
2689,"GOLEM live up on mountains. If there is a large earthquake, these POKéMON will come rolling down off the mountains en masse to the foothills below."
2690,"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss."
2691,"Once a year, this Pokémon molts, and its shed shell returns to the soil. This process creates enriched soil, so farmers collect the shells."
2692,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves."
2693,It shoots large rocks that are charged with electricity. Tremendous electric shocks are flung out across the whole area of impact.
2694,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.
2695,"Golem live up on mountains. If there is a large earthquake, these Pokémon will come rolling down off the mountains en masse to the foothills below."
2696,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage.
2697,"Because it can’t fire boulders at a rapid pace, it’s been known to seize nearby Geodude and fire them from its back."
2698,"GOLEM is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this POKéMON’s course."
2699,It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain.
2700,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.
2701,It sheds its skin once a year. The discarded shell immediately hardens and crumbles away.
2702,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year."
2703,"It fires rocks charged with electricity. Even if the rock isn’t fired that accurately, just grazing an opponent will cause numbness and fainting."
2704,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year."
2705,"It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil."
2706,It detonates its own body. The power from that explosion can propel it up steep mountain paths with amazing speed.
2707,"Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course."
2708,"Its body can survive dynamite blasts without a single scratch, but it hates rain and humidity."
2709,"It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can’t harm it."
2710,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it's exposed to air."
2711,"It’s grumpy and stubborn. If you upset it, it discharges electricity from the surface of its body and growls with a voice like thunder."
2712,"Its rock-like body is so durable, even high-powered dynamite blasts fail to scratch its rugged hide."
2713,"Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
2714,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
2715,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
2716,"It’s not good at swimming, so it clings to the seaweed. In the Alola region, it’s often found near Dhelmise."
